RepositoryGitHubName,RepositoryShortName,App,Source,Commits,AppFolder,JavaFiles,xmlFiles,Cfiles,Hfiles,PYFiles,JSFiles,LinesOfCodesJava,Contributors,FilteredPerformance,StartTimestamp,EndTimestamp,Install,Category,Release
banasiak/CoinFlip,CoinFlip,com.banasiak.coinflip,G,112,mobile/src/main/,9,17,0,0,0,0,1844,1,2,1305599268,1444540799, 50000-100000 ,Tools,0
mchow01/FingerDoodle,FingerDoodle,edu.tufts.cs.mchow.fingerdoodle&amp,G,17,/,6,5,0,0,0,0,602,1,0,1297656879,1369924760, 100-500 ,Tools,0
ldo/porter_duff_browser_android,porter_duff_browser_android,nz.gen.geek_central.porter_duff_browser,G,35,/,1,7,0,0,0,0,342,1,0,1316420794,1420583300, 500-1000 ,Libraries & Demo,1
richev/PlanningPokerPlusPlus,PlanningPokerPlusPlus,com.richev.planningpokerplusplus,G,40,/,12,10,0,0,0,0,1073,1,0,1315041788,1402411321, 1000-5000 ,Productivity,0
mchow01/MATransit-Android,MATransit-Android,edu.tufts.cs.mchow.matransit,G,51,/,5,17,0,0,0,0,496,1,0,1314143527,1371581504, 1000-5000 ,Transportation,0
IntegersOfK/Beer-Converter,Beer-Converter,ca.ajwest.BeerConverter,G,13,/,20,11,0,0,0,0,4816,1,0,1311454546,1354323354, 10000-50000 ,Books & Reference,0
i-p-tel/sipdroid,sipdroid,org.sipdroid.sipua,W,293,/,253,64,183,149,0,0,42531,25,0,1240878135,1440195772, 1000000-5000000 ,Communication,1
hrydgard/ppsspp,ppsspp,org.ppsspp.ppsspp,W,19699,android/,9,5,0,7,0,0,1796,5,2,1332628759,1455745753, 10000000-50000000 ,Games,28
zielmicha/freeciv-android,freeciv-android,pl.org.zielinscy.freeciv,W,340,android/project/,4,3,2,1,0,0,1208,1,0,1314532361,1399738854, 500000-1000000 ,Games,3
Chluverman/android-gltron,android-gltron,com.glTron,W,15,GlTron/,25,6,0,0,0,0,5785,1,0,1326574875,1341145682, 1000000-5000000 ,Games,4
apps4av/avare,avare,com.ds.avare,W,1221,app/src/main/,205,60,0,0,0,0,50343,8,2,1354491272,1454533071, 100000-500000 ,Transportation,0
google/ringdroid,ringdroid,com.ringdroid,W,56,app/src/main/,12,32,0,0,0,0,5288,1,0,1224271038,1451953845, 10000000-50000000 ,Media & Video,5
bpeel/catverbs,catverbs,uk.co.busydoingnothing.catverbs,F,332,/,11,14,0,0,9,0,1996,1,0,1396298590,1440842307, 1000-5000 ,Education,4
m039/instant-sms-ussd,instant-sms-ussd,com.m039.mqst,F,49,isms-v2/,22,36,0,0,0,0,2773,1,0,1314632502,1387672460, 10000-50000 ,Communication,1
javiersantos/Moticons,Moticons,com.javiersantos.moticons,F,55,app/src/main/,28,24,0,0,0,0,4211,1,0,1437903510,1454352355, 1000-5000 ,Social,1
rulogarcillan/CounterSomething,CounterSomething,ralr.countersomething,F,14,app/src/main/,2,14,0,0,0,0,284,2,0,1434985583,1438293104, 100-500 ,Tools,0
rulogarcillan/PainLog,PainLog,com.pain.log.painlog,F,125,app/src/main/,3,5,0,0,0,0,257,2,0,1424686968,1428613366, 1000-5000 ,Medicine,0
cody82/sigfood,sigfood,de.sigfood,F,88,app/src/main/,18,36,0,0,0,0,2423,1,0,1333759479,1438194854, 1000-5000 ,Business,2
T-Rex96/Easy_xkcd,Easy_xkcd,de.tap.easy_xkcd,F,434,app/src/main/,39,48,0,0,0,13,9019,4,4,1437648803,1455455641, 5000-10000 ,Comics,73
Alexxz/Hawkingquotes,Hawkingquotes,com.alexxz.hawkingquotes,F,60,/,2,6,0,0,0,0,169,1,0,1388003835,1436540451, 1000-5000 ,Books & Reference,0
cubei/FlappyCow,FlappyCow,com.quchen.flappycow,F,82,/,24,15,0,0,0,0,2592,2,0,1391960994,1449082694, 10000-50000 ,Games,0
saul-rodriguez/FlightgearPFD,FlightgearPFD,com.rodriguez.saul.flightgearpfdBasic,F,27,/,15,14,0,0,0,0,10680,1,4,1402858840,1407072915, 10000-50000 ,Games,0
alistairdickie/BlueFlyVario_Android,BlueFlyVario_Android,com.bfv,F,43,/,58,18,0,0,0,0,11889,3,0,1348831794,1451815836, 1000-5000 ,Tools,0
felixb/portal-timer,portal-timer,de.ub0r.android.portaltimer,F,48,/,4,17,0,0,0,0,600,3,0,1359215412,1383534282, 10000-50000 ,Tools,6
fadelakin/vortex,vortex,com.fisheradelakin.vortex,F,94,app/src/main/,13,15,0,0,0,0,1454,1,0,1421106312,1430154097, 100-500 ,Weather,9
LukeStonehm/LogicalDefence,LogicalDefence,za.co.lukestonehm.logicaldefence,F,141,app/src/main/,6,20,0,0,0,0,513,2,0,1421512778,1453711678, 1000-5000 ,Education,0
SunyataZero/KindMind,KindMind,com.sunyata.kindmind,F,118,/,35,25,0,0,0,0,5510,3,0,1378635085,1423694585, 500-1000 ,Lifestyle,0
IvanPosohov/customize-vibrancy,customize-vibrancy,ru.ivanp.vibro,F,20,/,37,36,0,0,0,0,7026,2,0,1356890529,1403437956, 10000-50000 ,Tools,0
blurpy/kouchat-android,kouchat-android,net.usikkert.kouchat.android,F,1022,kouchat-android-impl/,236,21,0,0,0,0,36388,1,11,1321383411,1414322367, 1000-5000 ,Communication,15
bishopmatthew/HackerNews,HackerNews,com.airlocksoftware.hackernews,F,97,/,61,114,0,0,0,0,8537,3,2,1359565120,1429671211, 10000-50000 ,News & Magazines,5
jerickson314/sdscanner,sdscanner,com.gmail.jerickson314.sdscanner,F,31,/,3,7,0,0,0,0,784,1,1,1385765034,1423935847, 100000-500000 ,Tools,0
edsonduarte1990/reminders,reminders,com.lostrealm.lembretes,F,94,app/src/main/,9,12,0,0,0,0,827,1,0,1387806909,1450018140, 1000-5000 ,Productivity,18
mysociety/fixmystreet-mobile,fixmystreet-mobile,org.mysociety.FixMyStreet,F,893,Android/,3,7,0,0,0,1,108,2,0,1331554063,1416829546, 10000-50000 ,Travel & Local,1
almalence/OpenCamera,OpenCamera,com.almalence.opencam,F,2064,/,211,816,88,258,0,0,86078,4,31,1381812052,1455876615, 1000000-5000000 ,Photography,0
lordi/tickmate,tickmate,de.smasi.tickmate,F,272,app/src/main/,33,64,0,0,0,0,5079,4,0,1389541982,1455798275, 1000-5000 ,Lifestyle,15
hwki/SimpleBitcoinWidget,SimpleBitcoinWidget,com.brentpanther.bitcoinwidget,F,47,mobile/src/main/,8,27,0,0,0,0,1108,3,0,1364159880,1454804364, 10000-50000 ,Finance,19
xplodwild/android_packages_apps_Focal,android_packages_apps_Focal,fr.xplod.focal.donate,F,499,/,81,54,0,0,0,0,19539,14,1,1369329101,1392980869, 1000-5000 ,Photography,0
JoseExposito/ubuntuone-qt-files,ubuntuone-qt-files,org.qtproject.example.U1Files,F,161,android/,1,1,0,0,0,0,64,1,0,1383603188,1453895323, 5000-10000 ,Productivity,5
SimonMarquis/Android-SecretCodes,Android-SecretCodes,fr.simon.marquis.secretcodes,F,70,SecretCodes/src/main/,12,23,0,0,0,0,1717,1,0,1379531500,1410381568, 100000-500000 ,Tools,6
SimonMarquis/Android-PreferencesManager,Android-PreferencesManager,fr.simon.marquis.preferencesmanager,F,192,PreferencesManager/src/main/,32,60,0,0,0,0,5778,1,1,1369004608,1406972479, 10000-50000 ,Tools,8
chrispbailey/ToDo-List-Widget,ToDo-List-Widget,org.chrisbailey.todo,F,134,/,30,41,0,0,0,0,4140,2,0,1276208269,1294571354, 1000000-5000000 ,Productivity,0
onyxbits/drudgery,drudgery,de.onyxbits.drudgery,F,15,/,12,19,0,0,0,0,1223,1,0,1382629005,1386172990, 1000-5000 ,Entertainment,4
javonharper/Tempo,Tempo,com.javonharper.tempo,F,45,/,2,11,0,0,0,0,211,1,1,1381030247,1386119579, 10000-50000 ,Music and audio,0
onyxbits/listmyaps,listmyaps,de.onyxbits.listmyapps,F,112,/,15,25,0,0,0,0,1584,1,1,1377742218,1411762029, 50000-100000 ,Tools,16
SpazeDog/mounts2sd,mounts2sd,com.spazedog.mounts2sd,F,128,/,27,71,0,0,0,0,5153,1,1,1371981060,1405431189, 500000-1000000 ,Tools,11
abcdjdj/RootVerifier-APP,RootVerifier-APP,com.abcdjdj.rootverifier,F,69,/,5,21,0,0,0,0,575,3,0,1375440985,1454178139, 100000-500000 ,Tools,0
onyxbits/remotekeyboard,remotekeyboard,de.onyxbits.remotekeyboard,F,91,/,67,24,0,0,0,0,10875,1,1,1369689133,1393980494, 100000-500000 ,Productivity,8
asksven/BetterWifiOnOff,BetterWifiOnOff,com.asksven.betterwifionoff,F,286,BetterWifiOnOff/,45,30,0,0,0,1,7391,1,0,1342269358,1419681675, 10000-50000 ,Tools,54
DizzyThermal/Auto-Away,Auto-Away,com.teamdc.stephendiniz.autoaway,F,15,Auto-Away/,14,19,0,0,0,0,3912,2,0,1364785504,1370631238, 1000-5000 ,Communication,1
sketchpunk/opencomicreader,opencomicreader,com.sketchpunk.ocomicreader,F,78,/,42,34,0,0,0,0,7202,4,0,1347919522,1411748549, 50000-100000 ,Comics,1
asksven/BetterBatteryStats,BetterBatteryStats,com.asksven.betterbatterystats,F,1876,BetterBatteryStats/,94,89,0,0,0,0,19477,3,3,1256823300,1452442233, 100000-500000 ,Tools,139
onyxbits/pocketbandit,pocketbandit,de.onyxbits.pocketbandit,F,81,/,19,5,0,0,0,0,2863,1,1,1356006651,1358990343, 10000-50000 ,Games,0
kromonos/Mustard-Mod,Mustard-Mod,org.mumod.android,F,59,/,101,133,0,0,0,0,19155,3,0,1352575759,1385415984, 100-500 ,Social,0
matthill/darwinwallet,darwinwallet,com.ndu.mobile.darwinwallet,F,37,/,13,13,0,54,1,0,1523,3,0,1328997299,1400424417, 1000-5000 ,Productivity,4
Anasthase/TintBrowser,TintBrowser,org.tint,F,242,/,96,84,0,0,0,0,19647,2,2,1329242531,1432918425, 50000-100000 ,Communication,10
baluubas/XBMC-Widget,XBMC-Widget,com.anderspersson.xbmcwidget,F,36,XBMCWidget/,72,32,0,0,0,0,3848,2,0,1319053697,1350217024, 100-500 ,Media & Video,4
wanleung/Stroke5Keyboard-android,Stroke5Keyboard-android,com.linkomnia.android.Stroke5,F,97,/,11,22,0,0,0,0,1362,1,0,1330097838,1346659436, 10000-50000 ,Productivity,1
softgearko/MultiPing-for-Android,MultiPing-for-Android,kr.softgear.multiping,F,16,/,1,6,0,0,0,0,547,1,0,1315534012,1422844570, 5000-10000 ,Communication,0
fjer/honeybadger,honeybadger,com.honeybadger,F,70,HoneyBadger/,24,20,0,0,0,0,4917,1,1,1338595325,1414614553, 5000-10000 ,Tools,0
lablogga/DIYgenomics_Android,DIYgenomics_Android,org.diygenomics.pg,F,21,PG/,21,28,0,0,0,0,2727,2,0,1284665727,1327254787, 5000-10000 ,Health and Fitness,0
willhou/Card-Magic,Card-Magic,com.maize.CardMagic,F,18,/,4,6,0,0,0,0,385,2,0,1313386018,1317604175, 10000-50000 ,Games,0
dozingcat/AsciiCam,AsciiCam,com.dozingcatsoftware.asciicam,F,42,/,20,10,1,0,0,0,3027,2,3,1321201416,1451773530, 10000-50000 ,Photography,0
dozingcat/CamTimer,CamTimer,com.dozingcatsoftware.cameratimer,F,16,/,13,8,0,0,0,0,2081,1,1,1313973384,1451359742, 100000-500000 ,Photography,0
hsaito/hstempo_android,hstempo_android,hsware.HSTempo,F,45,/,1,5,0,0,0,0,459,2,0,1234094711,1305609921, 10000-50000 ,Media & Video,8
roelb/Simple-C25K,Simple-C25K,nl.ttys0.simplec25k,F,45,/,10,8,0,0,0,0,2106,3,0,1332154715,1371586503, 50000-100000 ,Health and Fitness,0
nblumoe/volcanoreport,volcanoreport,com.nbapps.volcanoreport,F,25,/,8,7,0,0,0,0,689,2,0,1306352817,1322728032, 10000-50000 ,Travel & Local,6
dpadgett/Timer,Timer,org.dpadgett.timer,F,189,Timer/,23,30,0,0,0,0,5939,2,6,1326161885,1392880154, 10000-50000 ,Tools,0
intervigilium/Lame4Android,Lame4Android,com.intervigil.lame,F,88,/,10,7,0,0,0,0,1019,1,0,1287967831,1304388052, 5000-10000 ,Media & Video,0
jiro-aqua/aGrep,aGrep,jp.sblo.pandora.aGrep,F,24,/,11,17,0,23,0,0,2230,1,0,1284206615,1414977664, 10000-50000 ,Tools,7
rorist/Cowsay-android,Cowsay-android,ch.fixme.cowsay,F,157,android/,3,10,0,0,0,0,497,4,0,1324931877,1436180578, 10000-50000 ,Entertainment,0
chaosbastler/opentraining,opentraining,de.skubware.training_app,F,501,app/,95,390,0,0,0,0,18384,5,0,1345455343,1438093962,na,na,16
loadrunner/Facebook-Contact-Sync,Facebook-Contact-Sync,ro.weednet.contactssync,F,154,/,30,21,0,0,0,0,6290,4,0,1345021109,1444055413, 1000000-5000000 ,Social,5
ebraminio/DroidPersianCalendar,DroidPersianCalendar,com.byagowi.persiancalendar,F,546,PersianCalendar/src/main/,78,58,0,0,0,0,9993,5,2,1331291057,1455835387, 100000-500000 ,Productivity,24
xgouchet/Ted,Ted,fr.xgouchet.texteditor,F,41,Ted/,24,34,0,0,0,0,3705,5,0,1330422983,1444727495, 100000-500000 ,Productivity,0
miguelvps/PoliteDroid,PoliteDroid,com.politedroid,F,62,src/main/,9,4,0,0,0,0,596,1,0,1311274674,1424916427, 1000-5000 ,Productivity,6
mportuesisf/ScreenInfo,ScreenInfo,com.jotabout.screeninfo,F,54,app/src/main/,2,7,0,0,0,0,970,1,0,1294534449,1430619511, 10000-50000 ,Tools,1
bompo/mgcube,mgcube,de.redlion.qb,F,332,qb-android/,3,4,0,0,0,0,44,1,0,1307984849,1387105924, 10000-50000 ,Games,0
ZorgeR/nanoConverter,nanoConverter,com.nanoconverter.zlab,F,29,Source/,6,44,0,0,0,0,2655,5,0,1333017739,1427322202, 5000-10000 ,Finance,0
rjmarsan/Pixelesque,Pixelesque,com.rj.pixelesque,F,31,/,36,53,0,0,0,0,5733,1,1,1316067238,1341348534, 50000-100000 ,Photography,0
rjmarsan/PlasmaSound,PlasmaSound,com.rj.processing.plasmasound,F,102,/,65,38,0,0,0,0,11063,1,1,1294812200,1382833319, 50000-100000 ,Music and audio,0
vogtp/android-CPU-tuner,android-CPU-tuner,ch.amana.android.cputuner,F,1676,/,105,116,0,0,0,0,19994,1,1,1288723141,1387397155, 1000000-5000000 ,Tools,108
nolanlawson/KeepScore,KeepScore,com.nolanlawson.keepscore,F,519,KeepScore/,80,133,0,0,0,0,14876,2,6,1307751661,1394088087, 50000-100000 ,Tools,26
nolanlawson/ChordReaderRoot,ChordReaderRoot,com.nolanlawson.chordreader,F,83,ChordReader/,37,31,0,0,0,0,4681,1,0,1282147760,1416697447, 50000-100000 ,Music and audio,7
Smerty/ham.android,ham.android,com.smerty.ham,F,87,/,18,7,0,0,0,0,2697,2,0,1273960391,1375567575, 50000-100000 ,Tools,0
dirktrossen/AIRS,AIRS,com.airs,F,156,/,91,71,0,0,0,0,26111,1,0,1311767896,1420634200, 10000-50000 ,Lifestyle,0
Buttink/sick-stache,sick-stache,org.sickstache,F,100,app/,97,57,0,0,0,0,8509,2,0,1333002815,1408716838, 10000-50000 ,Tools,0
adrian-bl/bl-battstatus-android,bl-battstatus-android,ch.blinkenlights.battery,F,117,/,5,8,0,0,0,0,680,2,0,1303555750,1416251611, 500000-1000000 ,Tools,0
madeye/proxydroid,proxydroid,org.proxydroid,F,70,src/main/,46,20,776,328,0,0,11659,2,0,1327649481,1455763131, 1000000-5000000 ,Communication,0
zaki50/MemoPad,MemoPad,org.zakky.memopad,F,61,/,9,24,0,0,0,0,1726,3,0,1305678407,1328630449, 1000-5000 ,Productivity,0
CyanogenMod/android_packages_inputmethods_PinyinIME,android_packages_inputmethods_PinyinIME,com.google.android.inputmethod.pinyin,F,59,/,22,19,0,18,0,0,9315,5,0,1238054926,1374709518, 50000000-100000000 ,Tools,24
jakebasile/hearing-saver,hearing-saver,com.jakebasile.android.hearingsaver,F,74,/,6,4,0,0,0,0,724,5,0,1291481667,1424369941, 10000-50000 ,Tools,13
bvalosek/cpuspy,cpuspy,com.bvalosek.cpuspy,F,73,/,3,7,0,0,0,0,609,2,0,1301184437,1330362541, 1000000-5000000 ,Tools,8
eskerda/citybikes,citybikes,net.homelinux.penecoptero.android.citybikes.app,F,41,/,18,32,0,0,0,0,4060,3,0,1278747602,1326474626, 10000-50000 ,Travel & Local,4
gwhiteside/abstract-art,abstract-art,net.georgewhiteside.android.abstractart,F,166,/,27,15,0,0,0,0,6315,1,3,1330049711,1344527846, 10000-50000 ,Customization,0
budowski/budoist,budoist,budo.budoist,F,43,/,64,64,0,0,3,0,18182,1,0,1330640211,1353765280, 5000-10000 ,Productivity,6
PuZZleDucK/Orbital-Live-Wallpaper,Orbital-Live-Wallpaper,orbitlivewallpaperfree.puzzleduck.com,F,100,Orbital-Live-Wallpaper/,8,9,0,0,0,0,956,1,1,1335342774,1349502068, 1000-5000 ,Customization,0
Nilhcem/frcndict-android,frcndict-android,com.nilhcem.frcndict,F,155,/,13,1,0,0,0,0,667,1,1,1324810870,1359904537, 10000-50000 ,Education,11
RaD/ando-gettext-editor,ando-gettext-editor,ru.securelayer.rad.ando,F,81,/,3,11,0,0,0,0,660,2,0,1330802021,1354362293, 500-1000 ,Tools,3
taky/effy,effy,com.gmail.altakey.effy,F,83,/,7,15,0,0,0,0,837,1,0,1316868370,1326518142, 1000-5000 ,Tools,1
